epoch,batch,train_loss,train_accuracy
1,83,1.2934556,0.71875
1,84,1.5644065,0.4375
1,85,1.5813925,0.46875
1,86,2.0589147,0.3125
1,87,1.4161955,0.59375
1,88,1.4752206,0.5625
1,89,1.668604,0.4375
1,90,1.450473,0.65625
1,91,1.3343312,0.59375
1,92,1.4297947,0.5625
1,93,1.5817637,0.53125
1,94,1.5982289,0.40625
1,95,1.7484497,0.5
1,96,1.4435514,0.40625
1,97,1.6646274,0.53125
1,98,2.0877743,0.40625
1,99,1.7219354,0.53125
1,100,1.3005036,0.53125
1,101,1.7698642,0.40625
1,102,1.475313,0.4375
1,103,1.4516296,0.625
1,104,1.7573886,0.53125
1,105,1.5207962,0.5625
1,106,1.1772072,0.625
1,107,1.3729278,0.4375
1,108,1.6280125,0.40625
1,109,1.9689744,0.34375
1,110,1.5469097,0.5625
1,111,1.2782944,0.6875
1,112,1.60479,0.53125
1,113,1.5853294,0.46875
1,114,1.5474949,0.5625
1,115,1.1210423,0.5625
1,116,1.1331196,0.71875
1,117,1.5817417,0.46875
1,118,1.6877072,0.375
1,119,1.2754956,0.59375
1,120,1.3468443,0.5
1,121,1.222431,0.625
1,122,1.2402546,0.65625
1,123,1.5398146,0.5625
1,124,1.3901293,0.625
1,125,1.790982,0.46875
1,126,1.1855758,0.65625
1,127,1.2780474,0.5
1,128,1.1943831,0.65625
1,129,1.7935368,0.53125
1,130,1.857752,0.40625
1,131,1.0190233,0.6875
1,132,1.3427557,0.625
1,133,1.328217,0.5625
1,134,1.1884252,0.6875
1,135,1.164455,0.65625
1,136,1.6008731,0.59375
1,137,1.6367472,0.375
1,138,1.7677778,0.46875
1,139,1.3363506,0.53125
1,140,1.4608691,0.5625
1,141,1.3345563,0.5625
1,142,0.8678564,0.71875
1,143,1.2656748,0.65625
1,144,1.7544923,0.53125
1,145,1.3491334,0.5625
1,146,1.7202276,0.5625
1,147,1.3330684,0.5625
1,148,1.8179314,0.46875
1,149,1.6480777,0.5
1,150,1.6023138,0.4375
1,151,1.2442113,0.5625
1,152,1.2351036,0.59375
1,153,1.5994203,0.4375
1,154,1.2153844,0.5625
1,155,1.6668239,0.40625
1,156,1.7436824,0.40625
1,157,1.7032098,0.40625
1,158,1.3632399,0.5
1,159,1.4262533,0.53125
1,160,1.2598114,0.53125
1,161,1.1224635,0.6875
1,162,1.4906447,0.5625
1,163,1.0649451,0.65625
1,164,1.6638042,0.46875
1,165,1.2522391,0.625
1,166,1.4200468,0.625
1,167,1.2359632,0.46875
1,168,1.5235822,0.5
1,169,1.1680689,0.7142857142857143
2,170,1.1997551,0.625
2,171,1.163463,0.71875
2,172,1.2833817,0.5625
2,173,2.0800939,0.5
2,174,1.2387359,0.59375
2,175,1.5638988,0.625
2,176,1.515747,0.46875
2,177,1.2081265,0.59375
2,178,1.4858001,0.53125
2,179,1.0299345,0.65625
2,180,1.4423984,0.53125
2,181,1.5574228,0.4375
2,182,1.3405962,0.59375
2,183,0.9635816,0.6875
2,184,1.4712751,0.5625
2,185,1.1642792,0.59375
2,186,1.399986,0.5
2,187,0.9417007,0.6875
2,188,1.1442052,0.625
2,189,1.6265327,0.5
2,190,1.1326157,0.6875
2,191,1.3799973,0.53125
2,192,0.97804993,0.6875
2,193,1.1351497,0.59375
2,194,1.0486821,0.6875
2,195,1.4418018,0.5
2,196,1.1418656,0.625
2,197,1.4202394,0.59375
2,198,1.3044726,0.53125
2,199,1.247828,0.59375
2,200,1.0832626,0.5625
2,201,1.4343638,0.59375
2,202,1.2089394,0.59375
2,203,1.3198688,0.5
2,204,0.91530454,0.75
2,205,1.3516539,0.53125
2,206,1.4045607,0.5
2,207,1.0378256,0.625
2,208,1.5352165,0.625
2,209,0.87674177,0.75
2,210,1.4450635,0.65625
2,211,1.2031574,0.65625
2,212,0.8936559,0.6875
2,213,1.4582492,0.59375
2,214,1.2783571,0.625
2,215,1.2949574,0.59375
2,216,1.4974177,0.5
2,217,1.2452675,0.53125
2,218,1.2440574,0.59375
2,219,1.0995214,0.59375
2,220,1.3434674,0.5625
2,221,1.2370888,0.5625
2,222,1.0973053,0.625
2,223,0.92078686,0.65625
2,224,1.0350037,0.625
2,225,0.9919139,0.78125
2,226,1.1536299,0.71875
2,227,1.2138267,0.5
2,228,0.86623317,0.78125
2,229,1.7871133,0.53125
2,230,1.5845466,0.46875
2,231,0.90549546,0.65625
2,232,1.2001456,0.5625
2,233,0.89158237,0.6875
2,234,0.74910045,0.78125
2,235,1.1505939,0.71875
2,236,1.1698153,0.5625
2,237,1.118928,0.6875
2,238,1.2306194,0.6875
2,239,1.193381,0.65625
2,240,1.0342556,0.75
2,241,0.9858587,0.6875
2,242,0.9870014,0.65625
2,243,0.80666643,0.71875
2,244,0.9999995,0.65625
2,245,1.1057506,0.625
2,246,0.951267,0.71875
2,247,1.1563808,0.59375
2,248,1.0791436,0.6875
2,249,0.9312695,0.625
2,250,1.0572835,0.65625
2,251,1.0284121,0.59375
2,252,0.9747387,0.75
2,253,1.2396528,0.53125
2,254,1.1207478,0.59375
2,255,1.3094968,0.5625
2,256,1.10463,0.625
2,257,1.2021722,0.65625
2,258,1.084036,0.71875
2,259,1.7463146,0.34375
2,260,1.777595,0.5
2,261,1.0138186,0.6875
2,262,1.2139726,0.5625
2,263,1.0503178,0.65625
2,264,1.3598616,0.5625
2,265,0.7296088,0.84375
2,266,1.7330503,0.46875
2,267,1.3197953,0.59375
2,268,0.90738815,0.6875
2,269,0.8922737,0.71875
2,270,1.3738528,0.46875
2,271,1.0063695,0.71875
2,272,1.0990826,0.65625
2,273,1.0325615,0.71875
2,274,1.1630732,0.59375
2,275,1.1174085,0.65625
2,276,1.3615396,0.65625
2,277,1.0708808,0.71875
2,278,1.4118406,0.5625
2,279,1.332136,0.625
2,280,1.1539279,0.5625
2,281,1.0459769,0.625
2,282,0.77092284,0.8125
2,283,0.78939044,0.71875
2,284,1.1601217,0.6875
2,285,0.94043064,0.71875
2,286,1.4068142,0.5
2,287,0.9641356,0.71875
2,288,1.0527467,0.65625
2,289,1.1717454,0.625
2,290,1.436803,0.625
2,291,1.0740656,0.6875
2,292,1.2446362,0.625
2,293,1.1947986,0.59375
2,294,1.2239497,0.6875
2,295,1.2071459,0.625
2,296,0.9263205,0.65625
2,297,1.326622,0.625
2,298,1.5133837,0.53125
2,299,1.1908715,0.59375
2,300,1.3592725,0.5
2,301,1.4673289,0.5625
2,302,1.405338,0.625
2,303,1.2798061,0.625
2,304,1.0021358,0.65625
2,305,1.864661,0.4375
2,306,1.0126452,0.78125
2,307,1.4268227,0.53125
2,308,1.1677471,0.71875
2,309,1.5412403,0.5625
2,310,1.0871496,0.65625
2,311,0.85629255,0.78125
2,312,1.4492292,0.59375
2,313,1.3950433,0.5625
2,314,1.007688,0.65625
2,315,1.2657751,0.625
2,316,1.3233664,0.71875
2,317,1.4383305,0.625
2,318,1.3131174,0.5625
2,319,1.8074371,0.53125
2,320,1.0999187,0.59375
2,321,1.4202195,0.5625
2,322,1.0241587,0.75
2,323,1.0591166,0.65625
2,324,0.87898105,0.65625
2,325,1.4855608,0.46875
2,326,1.4584565,0.5625
2,327,1.0552675,0.65625
2,328,1.0986062,0.6875
2,329,0.84234,0.8125
2,330,1.3898767,0.53125
2,331,1.1699095,0.59375
2,332,1.5793239,0.5
2,333,1.3240384,0.59375
2,334,1.1005166,0.65625
2,335,1.1119313,0.65625
2,336,0.93008024,0.75
2,337,0.7059818,0.78125
2,338,1.2608081,0.7142857142857143
3,339,1.0052793,0.75
3,340,0.9641532,0.5625
3,341,0.9882538,0.65625
3,342,1.6604964,0.46875
3,343,0.87451434,0.65625
3,344,1.0081002,0.65625
3,345,1.0243771,0.6875
3,346,1.2986963,0.5625
3,347,0.7689576,0.75
3,348,0.9998802,0.53125
3,349,1.3674344,0.59375
3,350,0.93629575,0.6875
3,351,0.6242393,0.6875
3,352,1.1480186,0.625
3,353,1.1913896,0.6875
3,354,0.5643913,0.75
3,355,0.91098857,0.78125
3,356,0.7799232,0.6875
3,357,0.8747995,0.78125
3,358,0.72687215,0.8125
3,359,0.88757944,0.65625
3,360,0.9050907,0.6875
3,361,1.259438,0.65625
3,362,1.2403418,0.5625
3,363,1.2072445,0.5625
3,364,0.63262707,0.78125
3,365,1.2649621,0.625
3,366,1.0080099,0.75
3,367,0.8136789,0.75
3,368,0.9914945,0.71875
3,369,1.1821043,0.71875
3,370,0.7173033,0.8125
3,371,0.86577624,0.71875
3,372,0.86413765,0.71875
3,373,0.6512148,0.75
3,374,0.8668441,0.71875
3,375,0.76303303,0.78125
3,376,1.3440818,0.5625
3,377,1.3527848,0.5625
3,378,0.7219545,0.78125
3,379,1.2427509,0.5625
3,380,0.53895855,0.84375
3,381,1.2061787,0.65625
3,382,1.1370398,0.6875
3,383,1.9958687,0.5
3,384,1.3842765,0.625
3,385,1.2236978,0.5625
3,386,1.2532647,0.625
3,387,0.9393797,0.71875
3,388,0.869609,0.75
3,389,1.03144,0.65625
3,390,0.9599546,0.65625
3,391,0.7645681,0.78125
3,392,0.6970455,0.8125
3,393,1.065732,0.65625
3,394,0.74031764,0.78125
3,395,1.4365245,0.59375
3,396,1.1081449,0.6875
3,397,0.9647947,0.71875
3,398,0.84425604,0.75
3,399,1.0332338,0.5625
3,400,1.256506,0.59375
3,401,0.8339508,0.71875
3,402,0.98820364,0.65625
3,403,0.8250987,0.84375
3,404,0.939518,0.78125
3,405,0.9445219,0.78125
3,406,1.213411,0.71875
3,407,0.69754887,0.75
3,408,1.0602589,0.625
3,409,0.82424754,0.6875
3,410,0.801646,0.6875
3,411,0.9626179,0.6875
3,412,0.8044331,0.75
3,413,1.0431944,0.65625
3,414,1.1169988,0.5625
3,415,1.172824,0.71875
3,416,1.0318859,0.6875
3,417,1.2333649,0.59375
3,418,0.852117,0.78125
3,419,0.6831963,0.8125
3,420,0.600519,0.8125
3,421,1.2302383,0.59375
3,422,1.1138417,0.71875
3,423,1.017445,0.71875
3,424,0.86351675,0.75
3,425,1.1093191,0.625
3,426,0.909632,0.65625
3,427,0.91239065,0.71875
3,428,1.3693675,0.53125
3,429,0.9741377,0.65625
3,430,0.93015355,0.65625
3,431,1.1976358,0.6875
3,432,1.0070448,0.6875
3,433,0.6236713,0.8125
3,434,1.0145607,0.71875
3,435,1.0737051,0.65625
3,436,0.8313093,0.8125
3,437,0.98378456,0.625
3,438,0.79889715,0.78125
3,439,0.83009756,0.6875
3,440,0.8533566,0.75
3,441,1.0206198,0.78125
3,442,0.64867103,0.8125
3,443,0.9566321,0.75
3,444,0.7568662,0.65625
3,445,0.7862971,0.75
3,446,1.1797851,0.59375
3,447,0.6850255,0.75
3,448,1.1514512,0.65625
3,449,1.0818962,0.71875
3,450,0.8577237,0.75
3,451,1.5815574,0.65625
3,452,1.14893,0.625
3,453,1.1020113,0.5625
3,454,1.1330625,0.65625
3,455,0.6847567,0.84375
3,456,0.90100473,0.8125
3,457,0.9065424,0.6875
3,458,1.0490873,0.6875
3,459,0.7050492,0.78125
3,460,0.6681255,0.78125
3,461,1.0438045,0.75
3,462,1.07323,0.65625
3,463,1.2353488,0.625
3,464,0.92873526,0.71875
3,465,0.7716092,0.75
3,466,0.954019,0.6875
3,467,1.1034458,0.71875
3,468,0.8258871,0.71875
3,469,1.2777772,0.53125
3,470,0.61522967,0.84375
3,471,0.7958771,0.875
3,472,0.9532658,0.71875
3,473,0.9970509,0.6875
3,474,1.2097992,0.71875
3,475,0.8445776,0.75
3,476,0.7824067,0.75
3,477,1.1877848,0.59375
3,478,0.8923466,0.71875
3,479,0.6744173,0.71875
3,480,1.1629308,0.65625
3,481,1.4270508,0.6875
3,482,0.9148884,0.6875
3,483,0.61861145,0.78125
3,484,0.8558631,0.75
3,485,0.8217932,0.75
3,486,0.8439613,0.65625
3,487,1.2603127,0.5
3,488,0.9527531,0.71875
3,489,0.6867879,0.8125
3,490,0.95793796,0.6875
3,491,0.7947524,0.75
3,492,0.711762,0.75
3,493,1.3278754,0.6875
3,494,1.1731408,0.6875
3,495,0.7971118,0.8125
3,496,1.02004,0.6875
3,497,1.0490055,0.625
3,498,1.0571848,0.71875
3,499,0.66883034,0.84375
3,500,1.1339421,0.65625
3,501,1.1164757,0.59375
3,502,0.94363874,0.71875
3,503,0.9774329,0.65625
3,504,1.3863697,0.59375
3,505,0.7501849,0.78125
3,506,1.1040182,0.5625
3,507,1.3813381,0.5714285714285714
4,508,1.035959,0.65625
4,509,0.57761765,0.84375
4,510,0.9003222,0.625
4,511,0.56814384,0.8125
4,512,1.2409606,0.65625
4,513,0.5689093,0.875
4,514,1.1663307,0.5625
4,515,0.9829571,0.65625
4,516,0.7197538,0.75
4,517,0.7488617,0.78125
4,518,0.852413,0.75
4,519,1.1295285,0.59375
4,520,0.7496354,0.8125
4,521,0.86371446,0.71875
4,522,0.8393787,0.6875
4,523,0.9886339,0.625
4,524,0.80275726,0.6875
4,525,0.5323503,0.78125
4,526,0.915838,0.75
4,527,0.5255765,0.90625
4,528,0.93726707,0.65625
4,529,0.80506337,0.71875
4,530,1.1341082,0.625
4,531,1.1084678,0.65625
4,532,1.0193719,0.6875
4,533,0.82051337,0.75
4,534,1.0393215,0.625
4,535,0.7714151,0.8125
4,536,1.0905516,0.6875
4,537,1.1169153,0.71875
4,538,0.7141879,0.6875
4,539,0.9311975,0.6875
4,540,0.7749287,0.78125
4,541,1.2043668,0.59375
4,542,1.2705195,0.625
4,543,1.0361253,0.625
4,544,1.0213628,0.6875
4,545,0.9669457,0.78125
4,546,1.1732206,0.65625
4,547,1.2609171,0.71875
4,548,1.0651882,0.625
4,549,0.9443628,0.6875
4,550,0.7023879,0.71875
4,551,0.71959573,0.75
4,552,1.0212146,0.71875
4,553,0.8250798,0.6875
4,554,1.248902,0.5
4,555,0.7547379,0.6875
4,556,0.79192066,0.78125
4,557,0.59911263,0.84375
4,558,0.7480519,0.75
4,559,0.7619557,0.8125
4,560,0.6186945,0.84375
4,561,0.84864354,0.75
4,562,1.033608,0.65625
4,563,0.88096064,0.71875
4,564,0.71610785,0.8125
4,565,0.7715187,0.65625
4,566,0.74678564,0.75
4,567,0.9889242,0.6875
4,568,0.56939656,0.84375
4,569,0.9039075,0.78125
4,570,0.89823246,0.78125
4,571,0.56313336,0.84375
4,572,0.92504096,0.65625
4,573,0.59353745,0.84375
4,574,0.78209436,0.75
4,575,0.6974348,0.78125
4,576,1.1222222,0.65625
4,577,1.0063063,0.6875
4,578,0.82774335,0.875
4,579,0.82669944,0.6875
4,580,1.1022733,0.625
4,581,0.8845692,0.65625
4,582,0.7029677,0.71875
4,583,0.82554215,0.71875
4,584,0.69541794,0.8125
4,585,1.259339,0.65625
4,586,0.96896935,0.65625
4,587,0.7059864,0.78125
4,588,0.6899595,0.75
4,589,1.1439257,0.625
4,590,0.45030555,0.8125
4,591,0.9595892,0.625
4,592,1.0516562,0.71875
4,593,0.9063324,0.71875
4,594,1.0708642,0.71875
4,595,0.94319695,0.59375
4,596,0.84315515,0.71875
4,597,0.30827034,0.9375
4,598,0.6876797,0.75
4,599,0.8137304,0.78125
4,600,0.7396625,0.84375
4,601,0.6721122,0.84375
4,602,0.7284438,0.78125
4,603,0.91806424,0.6875
4,604,0.9237654,0.65625
4,605,0.628552,0.84375
4,606,0.8652646,0.78125
4,607,0.38447106,0.90625
4,608,0.79100263,0.625
4,609,0.9843823,0.65625
4,610,1.2040981,0.5625
4,611,0.5706115,0.78125
4,612,0.5616051,0.875
4,613,1.2294899,0.59375
4,614,0.77721035,0.71875
4,615,1.1617317,0.53125
4,616,0.9667282,0.625
4,617,0.48824218,0.875
4,618,0.6906901,0.78125
4,619,0.3492706,0.875
4,620,0.81201386,0.71875
4,621,0.59623563,0.8125
4,622,0.6188637,0.8125
4,623,0.75636995,0.78125
4,624,1.1428462,0.75
4,625,0.9710945,0.71875
4,626,0.7409811,0.8125
4,627,0.84578335,0.71875
4,628,0.84375256,0.78125
4,629,0.9834454,0.625
4,630,0.9013481,0.6875
4,631,0.6743082,0.8125
4,632,0.4291555,0.9375
4,633,0.7445401,0.75
4,634,0.7828813,0.71875
4,635,0.95885754,0.71875
4,636,0.96195537,0.78125
4,637,0.8011129,0.6875
4,638,1.4720556,0.5625
4,639,0.987464,0.75
4,640,0.7833733,0.6875
4,641,0.73147285,0.8125
4,642,0.9945102,0.625
4,643,0.8050384,0.8125
4,644,0.8264568,0.625
4,645,0.6668025,0.75
4,646,0.7718639,0.6875
4,647,0.8272876,0.65625
4,648,0.66271806,0.78125
4,649,0.64501214,0.75
4,650,0.88367796,0.71875
4,651,0.8987655,0.71875
4,652,1.0132293,0.75
4,653,0.56815606,0.875
4,654,1.0021805,0.75
4,655,0.820104,0.75
4,656,0.6390732,0.78125
4,657,0.9703387,0.71875
4,658,0.60794145,0.75
4,659,0.78651077,0.71875
4,660,0.87941873,0.6875
4,661,0.875573,0.65625
4,662,0.7988708,0.65625
4,663,0.6049747,0.78125
4,664,0.9818653,0.6875
4,665,0.84008783,0.75
4,666,0.9819394,0.71875
4,667,0.8764404,0.75
4,668,0.69037795,0.78125
4,669,0.6294622,0.84375
4,670,0.83805037,0.78125
4,671,1.018396,0.6875
4,672,1.1609187,0.71875
4,673,0.5794011,0.71875
4,674,0.74457717,0.78125
4,675,0.9018201,0.65625
4,676,1.2339306,0.5714285714285714
5,677,0.82648873,0.71875
5,678,0.91350776,0.625
5,679,0.7709439,0.71875
5,680,0.75505257,0.78125
5,681,0.88300407,0.75
5,682,0.8237381,0.6875
5,683,1.0951902,0.6875
5,684,0.9729883,0.6875
5,685,0.45469916,0.84375
5,686,0.6762877,0.75
5,687,0.9407917,0.6875
5,688,0.90668964,0.75
5,689,0.5880275,0.84375
5,690,0.7299026,0.75
5,691,0.66638964,0.71875
5,692,0.6023216,0.8125
5,693,0.67987454,0.78125
5,694,0.7907591,0.78125
5,695,0.75336206,0.71875
5,696,0.68469673,0.78125
5,697,0.512097,0.8125
5,698,0.74274117,0.6875
5,699,0.7297898,0.75
5,700,0.89434075,0.65625
5,701,0.80749476,0.8125
5,702,0.6610326,0.8125
5,703,0.7328385,0.78125
5,704,0.70399475,0.84375
5,705,1.0246437,0.75
5,706,0.77584064,0.8125
5,707,0.66510665,0.78125
5,708,0.7189121,0.78125
5,709,0.8895529,0.78125
5,710,0.7640065,0.71875
5,711,0.7243229,0.78125
5,712,0.71147466,0.71875
5,713,0.9254109,0.75
5,714,1.0525483,0.6875
5,715,0.6175425,0.8125
5,716,0.64956814,0.8125
5,717,0.5593915,0.84375
5,718,0.5931493,0.84375
5,719,0.9183613,0.78125
5,720,0.801928,0.71875
5,721,0.77650166,0.625
5,722,0.71769154,0.875
5,723,0.83223885,0.75
5,724,0.49853814,0.875
5,725,0.9896219,0.625
5,726,0.6354521,0.78125
5,727,1.2899973,0.5625
5,728,0.5350394,0.875
5,729,0.558535,0.875
5,730,0.6724932,0.8125
5,731,0.4533855,0.90625
5,732,1.0136858,0.71875
5,733,0.77042586,0.78125
5,734,0.8854042,0.6875
5,735,0.5897675,0.78125
5,736,1.1381357,0.65625
5,737,0.9203398,0.8125
5,738,0.7777438,0.65625
5,739,0.6521434,0.75
5,740,0.8653892,0.6875
5,741,0.8340725,0.6875
5,742,0.9233068,0.78125
5,743,0.7701417,0.78125
5,744,0.94233125,0.78125
5,745,0.643302,0.8125
5,746,0.8298152,0.71875
5,747,1.1002083,0.6875
5,748,0.6451568,0.84375
5,749,0.66351855,0.84375
5,750,1.223938,0.6875
5,751,0.995669,0.71875
5,752,0.5903069,0.78125
5,753,0.9422311,0.71875
5,754,0.4831023,0.75
5,755,0.511141,0.875
5,756,0.91194415,0.6875
5,757,0.47547427,0.84375
5,758,0.80665874,0.8125
5,759,0.82351303,0.71875
5,760,0.6581785,0.84375
5,761,0.6424405,0.78125
5,762,0.8143028,0.75
5,763,0.78730655,0.75
5,764,0.66528773,0.8125
5,765,1.0580192,0.71875
5,766,0.7356482,0.75
5,767,0.66396415,0.75
5,768,0.835537,0.75
5,769,0.483835,0.84375
5,770,1.0077195,0.71875
5,771,0.79344314,0.75
5,772,0.5984352,0.8125
5,773,0.4757226,0.8125
5,774,0.9461323,0.71875
5,775,0.94486004,0.71875
5,776,0.75975454,0.6875
5,777,0.8263519,0.75
5,778,0.7436124,0.78125
5,779,0.6479138,0.71875
5,780,0.9480657,0.6875
5,781,0.681589,0.78125
5,782,0.6996342,0.71875
5,783,1.433079,0.53125
5,784,0.66048265,0.84375
5,785,0.5883224,0.84375
5,786,0.77754605,0.78125
5,787,0.4996776,0.875
5,788,0.38792074,0.875
5,789,0.6766147,0.78125
5,790,0.5250166,0.84375
5,791,1.1767178,0.65625
5,792,0.7737896,0.8125
5,793,0.8887162,0.71875
5,794,0.8253585,0.78125
5,795,0.6761862,0.84375
5,796,0.99634916,0.6875
5,797,0.61857796,0.75
5,798,0.84728086,0.71875
5,799,0.63799304,0.8125
5,800,0.5078481,0.78125
5,801,0.69031745,0.6875
5,802,0.95425576,0.71875
5,803,0.5528892,0.78125
5,804,0.5445528,0.71875
5,805,1.2927381,0.65625
5,806,0.7132763,0.8125
5,807,0.6864395,0.8125
5,808,0.9373593,0.65625
5,809,0.6493627,0.8125
5,810,0.38415334,0.84375
5,811,0.97786015,0.71875
5,812,0.3910966,0.90625
5,813,1.0023719,0.6875
5,814,0.84029275,0.6875
5,815,0.7300447,0.8125
5,816,0.5427284,0.78125
5,817,1.006736,0.75
5,818,0.9206953,0.6875
5,819,0.72583675,0.71875
5,820,0.77224016,0.8125
5,821,0.8751419,0.75
5,822,0.83063644,0.75
5,823,0.6976322,0.78125
5,824,0.6522094,0.71875
5,825,0.83281416,0.6875
5,826,0.51083714,0.8125
5,827,0.65259963,0.78125
5,828,0.6398031,0.8125
5,829,0.6841274,0.78125
5,830,0.7394806,0.8125
5,831,0.68537396,0.71875
5,832,0.75551766,0.75
5,833,0.6683448,0.78125
5,834,0.9321942,0.625
5,835,0.59502697,0.78125
5,836,0.7406112,0.78125
5,837,0.6350722,0.75
5,838,0.9688763,0.6875
5,839,0.52198666,0.875
5,840,0.5987817,0.84375
5,841,0.57008827,0.84375
5,842,0.6184147,0.78125
5,843,0.7424004,0.75
5,844,0.67473614,0.71875
5,845,0.48574725,0.8571428571428571
6,846,0.8858062,0.71875
6,847,0.6609911,0.78125
6,848,0.86005944,0.78125
6,849,0.7690121,0.8125
6,850,0.9156743,0.75
6,851,0.7103468,0.78125
6,852,0.95697945,0.75
6,853,0.7792717,0.78125
6,854,0.6867108,0.78125
6,855,0.9988019,0.65625
6,856,0.94050056,0.65625
6,857,0.44328982,0.9375
6,858,0.686364,0.84375
6,859,0.7942086,0.8125
6,860,0.93292224,0.71875
6,861,0.82124907,0.6875
6,862,0.44705427,0.875
6,863,0.48501667,0.8125
6,864,1.0781494,0.6875
6,865,1.0315111,0.625
6,866,0.60818374,0.84375
6,867,0.6001766,0.8125
6,868,0.5350364,0.84375
6,869,0.547873,0.78125
6,870,1.030833,0.65625
6,871,0.6713673,0.875
6,872,0.5360806,0.78125
6,873,0.5559642,0.8125
6,874,0.98277944,0.6875
6,875,0.7632319,0.8125
6,876,0.68843347,0.71875
6,877,0.65708846,0.84375
6,878,1.0757192,0.71875
6,879,1.1308348,0.6875
6,880,0.5899414,0.84375
6,881,1.0543647,0.625
6,882,0.8041347,0.78125
6,883,0.7339826,0.78125
6,884,0.4565805,0.90625
6,885,0.5392009,0.875
6,886,0.87351835,0.71875
6,887,0.5352635,0.8125
6,888,0.46234775,0.875
6,889,0.7428252,0.78125
6,890,0.56963444,0.8125
6,891,0.6189221,0.78125
6,892,0.7035951,0.8125
6,893,0.9311314,0.71875
6,894,0.64732844,0.8125
6,895,0.8879843,0.75
6,896,0.5831125,0.8125
6,897,0.43521586,0.9375
6,898,0.913077,0.71875
6,899,0.63797927,0.8125
6,900,0.56676835,0.78125
6,901,0.65561175,0.75
6,902,0.33283025,0.875
6,903,0.83615166,0.75
6,904,1.043337,0.6875
6,905,0.72396797,0.84375
6,906,0.71696866,0.71875
6,907,0.7710464,0.6875
6,908,0.8279086,0.71875
6,909,0.5642357,0.84375
6,910,0.7687211,0.75
6,911,0.592356,0.8125
6,912,0.6192669,0.78125
6,913,0.58996487,0.84375
6,914,0.7224755,0.78125
6,915,0.70482075,0.71875
6,916,0.4685351,0.875
6,917,0.7618336,0.6875
6,918,0.6849281,0.8125
6,919,0.4720766,0.84375
6,920,0.6915813,0.78125
6,921,0.5202948,0.8125
6,922,0.9317784,0.65625
6,923,0.5548731,0.78125
6,924,0.589556,0.84375
6,925,0.5274909,0.84375
6,926,0.65700567,0.75
6,927,0.63733375,0.75
6,928,0.5302126,0.78125
6,929,0.98886997,0.65625
6,930,0.38609856,0.9375
6,931,0.5571164,0.78125
6,932,0.59568113,0.8125
6,933,0.41661045,0.875
6,934,0.41126886,0.84375
6,935,0.6756698,0.71875
6,936,0.8086545,0.75
6,937,0.6985986,0.78125
6,938,0.61695355,0.71875
6,939,0.6253545,0.78125
6,940,0.45551088,0.8125
6,941,0.80294746,0.71875
6,942,0.8152443,0.6875
6,943,0.71594936,0.78125
6,944,0.53888345,0.875
6,945,0.63412774,0.8125
6,946,0.7627818,0.75
6,947,0.54080737,0.875
6,948,0.7302871,0.71875
